Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
Filename,Name of a file (Note: this is a protected schematic attribute; it will be automatically filled when generating a manifest using the FileAnnotationTemplate in a Synapse folder with files),,,,True,ManifestColumn,,,,,file
fragmentation,Specifies the mode by which MS2 and MS3 ions are generated,,,,False,ManifestColumn,,sage.annotations-experimentalData.fragmentation-0.0.2,,string,mass spectrometry
freezeThawCycles,The number of freeze thaw cycles of fluid samples as multiple freeze thaw cycles may compromise sample integrity,,,,False,ManifestColumn,,sage.annotations-experimentalData.freezeThawCycles-0.0.11,,string,biospecimen
gDNAconc,gDNA Concentration in ng per mL,,,,False,ManifestColumn,,sage.annotations-experimentalData.gDNAconc-0.0.3,,number,sequencing
generation,Rodent generation,,,,False,ManifestColumn,,sage.annotations-neuro.generation-0.0.1,,string,mouse
geneRLF,Reporter Library File (RLF) used to associate gene names with counts specified by the user in the Cartridge Definition File (https://www.genetics.pitt.edu/sites/default/files/pdfs/nCounter_Gene_Expression_Data_Analysis_Guidelines.pdf),,,,False,ManifestColumn,,sage.annotations-experimentalData.geneRLF-0.0.2,,string,nanostring
geneticBackground,This refers to the population's specific line of ancestral descent (founder individuals) and genetic makeup (genotype). Format: capitalization only and numbers. Examples: LOAD1 or CC017 or C57BL6J.,,,,False,ManifestColumn,,sage.annotations-neuro.geneticBackground-0.0.1,,string,MODEL-AD 
geneticMutations,These are strain-level genetic mutations. This should follow the format gene-allele. Example: Trem2-R47H,,,,False,ManifestColumn,,sage.annotations-neuro.geneticMutations-0.0.1,,string,MODEL-AD 
genotype,Genotype common name,,,,True,ManifestColumn,,sage.annotations-clinical.genotype-0.0.2,,string,mouse
genotypeBackground,Genetic background of the model,,,,True,ManifestColumn,,sage.annotations-clinical.genotypeBackground-0.0.2,,string,mouse
globinRemoval,"true,false",,,,False,ManifestColumn,,sage.annotations-experimentalData.globinRemoval-0.0.2,,string,sequencing
GQN,Illumina Genomic Quality Number (gDNA quality score),,,,False,ManifestColumn,,sage.annotations-qc.GQN-0.0.3,,number,sequencing
grant,"Grant number including activity code, institute code, and serial number (e.g. U01MH103392)",,,,True,ManifestColumn,,sage.annotations-neuro.grant-0.0.2,,string,ADKP
height,For CLEAR AD. UDSV3 IVP Form B1 Physical Question 1 Numeric XX.X (inches). Use 888 for not assessed.,,,,False,ManifestColumn,,sage.annotations-demographics.height-0.0.2,,string,demographics
HEMOR,Hemorrhages,"No, Yes, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.HEMOR-0.0.2,string,,clinical
HS_L,Hippocampal sclerosis (with laterality),"No HS_L, Unilateral, Bilateral, Present Location UK, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.HS_L-0.0.2,string,,clinical
HS_S,Hippocampal sclerosis (with simplified),"No, Yes, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.HS_S-0.0.2,string,,clinical
hypertension,For CLEAR-AD. UDSV3 IVP Form A5 Subject Health History Question 5b. AND OR UDSV3 IVP Form D1 Clinician Diagnosis Question 6.,"absent, recent/active, remote/inactive, unknown, no, yes, not assessed or unknown",,,False,ManifestColumn,,sage.annotations-demographics.hypertension-0.0.2,,string,demographics
individualID,Identifying string linked to the individual or animal being studied,,,,False,ManifestColumn,,sage.annotations-experimentalData.individualID-0.0.2,required^^#FileAnnotationTemplate,string,individual
individualIdSource,Database or repository to which individual ID maps,"ABN, ABR, ADNI, AIBS, BannerSun, BEB_Miller, Caltech, Clotomics_PAIKEA_MSSM, DongLab, Einstein, Emory, Geschwind, HBSFRC, HBTRC, JAX, LIBD, LivingBrainProject_MSSM, MayoBrainBank, Mayo Clinic, MSSM, NDRI, Newcastle, NICHD, NIMH-HBCC, Novogenix, NYBB, Oxford, Penn, PGP, Pitt, Pritzker, Rush, Sestan, SMRI, StemExpress, TAA, UCI_TMF, UCSF, UM-BTB, UW-CDL, Vaccarino, XCell Science, Yale, IU, Mayo Clinic, University of Miami, University of Florida, Washington University, Michigan University, NACC",,,False,ManifestColumn,,sage.annotations-experimentalData.individualIdSource-0.0.17,required^^#IndividualHumanMetadataTemplate,string,individual
INFA,Infarcts and lacunes. Reports of anoxic ischemic injury will not be considered within the infarcts and lacunes lesions,"No, Yes, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.INFA-0.0.2,string,,clinical
inputTotalRNA,In nanogram before rRNA depletion and globin removal,,,,False,ManifestColumn,,sage.annotations-experimentalData.inputTotalRNA-0.0.11,,string,sequencing
INT,Interval between last exam and death (unit in months). Use missing or unknown if not available,,,,True,ManifestColumn,,sage-annotations-clinical.INT-0.0.2,string,,clinical
ionMode,"Ionization polarity (positive, negative, polar)",,,,False,ManifestColumn,,sage.annotations-experimentalData.ionMode-0.0.2,,string,mass spectrometry
isModelSystem,,"TRUE, FALSE",,,True,ManifestColumn,,sage.annotations-neuro.isModelSystem-0.0.2,,boolean,ADKP
isMultiSpecimen,Boolean flag indicating whether or not a file has data for multiple specimens,"TRUE, FALSE",,,True,ManifestColumn,,sage.annotations-experimentalData.isMultiSpecimen-0.0.2,,boolean,ADKP
isPostMortem,Was the sample taken after death (true/false),"TRUE, FALSE",,,False,ManifestColumn,,sage.annotations-experimentalData.isPostMortem-0.0.2,,boolean,biospecimen
isStranded,Whether or not the library is stranded.,"TRUE, FALSE",,,False,ManifestColumn,,sage.annotations-ngs.isStranded-0.0.2,,boolean,sequencing
lambdaDNAconc,Lambda DNA spike-in concentration in ng,,,,False,ManifestColumn,,sage.annotations-experimentalData.lambdaDNAconc-0.0.2,,number,sequencing
LEWY_ANY,LBD grouped and PD Braak grouped dichotomous,"No LEWY_ANY or olfactory bulb or amygdala predominant group, Brainstem or transitional or diffuse or region unspecified group, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.LEWY_ANY-0.0.2,string,,clinical
LEWY_full,PD Braak Staging,"No LEWY_full, Brainstem predominant, Limbic amygdala transitional, Neocortical diffuse, Olfactory bulb or Region unspecified, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.LEWY_full-0.0.2,string,,clinical
LEWY_grp,Kosaka LBD subtypes grouped and PD Braak grouped,"No LEWY_grp or olfactory bulb or amygdala predominant group, Brainstem predominant group, Transitional or diffuse or region unspecified group, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.LEWY_grp-0.0.2,string,,clinical
libraryBatch,Batch library was prepared in,,,,False,ManifestColumn,,sage.annotations-batch.libraryBatch-0.0.2,,string,batch
libraryID,Library ID as provided by the lab,,,,False,ManifestColumn,,sage.annotations-ngs.libraryID-0.0.2,,string,sequencing
libraryPrep,The general strategy by which the library was prepared,"amplicon, cellHashing, Chromium Single Cell 3', DNALibraryConstruction, EndItDNAEndRepairKit, KapaHyperPrep, lncRNAenrichment, methylSeq, miRNAenrichment, multiome, MULTIseq, PCRfree, polyAselection, proximity ligation, rRNAdepletion, snIsoSeq, SPLITseq, STARRSeq, SureCell, totalRNA",,,True,ManifestColumn,,sage.annotations-ngs.libraryPrep-0.0.13,,string,sequencing
libraryPreparationMethod,Method by which library was prepared,"10x, Accel-NGS 2S Plus, Accel-NGS Methyl-Seq, CEL-seq, Drop-Seq,Illumina Ligation, NEBNext, NexteraXT, Omni-ATAC, sac-seq, Smart-seq1, Smart-seq2, Smart-seq4, SMRTbell, TruSeq, Ultralow Methyl-Seq, Illumina DNA PCR-Free Prep Kit,Enzymatics (Qiagen)",,,False,ManifestColumn,,sage.annotations-ngs.libraryPreparationMethod-0.0.10,,string,sequencing
libraryType,"The type of library, in assays where samples are barcoded or hashed for multiplexing or each sample has multiple libraries amplified separately before pooled sequencing.","ADT, cDNA, CMO, HTO, LMO, plasmid DNA",,,False,ManifestColumn,,sage.annotations-ngs.libraryType-0.0.3,,string,sequencing
libraryVersion,"Library Version: for example, rnaSeq 10x library version",,,,False,ManifestColumn,,sage.annotations-ngs.libraryVersion-0.0.2,,string,sequencing
ligand,"An ion, molecule or molecular group that binds to a substance to form a larger complex.",,,,False,ManifestColumn,,sage.annotations-experimentalData.ligand-0.0.2,,string,experimentalData
litter,Animal litter,,,,False,ManifestColumn,,sage.annotations-clinical.litter-0.0.2,,string,mouse
lotNumber,A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product within a batch,,,,False,ManifestColumn,,sage.annotations-immunoAssays.lotNumber-0.0.2,,string,experimentalData
mannerDeath,The determination of how the injury or disease lead to death,"accident, homicide, natural causes, suicide, undetermined",,,False,ManifestColumn,,sage.annotations-clinical.mannerDeath-0.0.2,,string,clinical
materialOrigin,Facility where sample was collected,"IU, JAX, Pitt, UCI_TMF",,,True,ManifestColumn,,sage.annotations-neuro.materialOrigin-0.0.1,,string,MODEL-AD
matingID,Identifies the animals that were mated to produce the animal in question,,,,False,ManifestColumn,,sage.annotations-clinical.matingID-0.0.2,,string,MODEL-AD
mayoDx,Neuropathology-based diagnosis assigned by Mayo neurologist,"AD, Control, Other, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.mayoDxY-0.0.2,string,,clinical
meanCoverage,Total number of bases covered by ATAC-seq reads/size of genome,,,,False,ManifestColumn,,sage.annotations-qc.meanCoverage-0.0.2,,number,sequencing
meanGCContent,Mean GC content per sample,,,,False,ManifestColumn,,sage.annotations-qc.meanGCContent-0.0.2,,number,sequencing
medianGenes,The median number of genes detected (with nonzero UMI counts) across all cell-associated barcodes,,,,False,ManifestColumn,,sage.annotations-qc.medianGenes-0.0.2,,number,sequencing
medianUMIs,The median number of total Unique Molecular Identifier (UMI) counts across all cell-associated barcodes,,,,False,ManifestColumn,,sage.annotations-qc.medianUMIs-0.0.2,,number,sequencing
metaboliteType,Class of metabolite.,"acylcarnitines, acylglycerols, amino acids, ApoA1, ApoE, bile acids, biogenic amines, carbohydrates, catecholamine, ceramides, cholesterol, cofactors and vitamins, drugs, eicosanoids, endocannabinoids, fatty acids, glycerides, glycerolipid, glycerophospholipid, ketones, lipids, lipoproteins, lysophosphatidylcholine, lysophospholipids, nucleotides, oxylipins, peptides, phosphatidylcholine, phosphatidylethonalamines, phospholipids, plasmalogens, sphingolipids, steroids, sterols, sugars, TCA cycle metabolites, triglycerides, untargeted metabolomics, xenobiotics",,,False,ManifestColumn,,sage.annotations-experimentalData.metaboliteType-0.0.5,list like error,string,metabolomics
metadataType,"For files of dataSubtype: metadata, a description of the type of metadata in the file.","analytical covariates, assay metadata, biospecimen, data dictionary, ID mapping, individual, manifest, protocol",,,False,ManifestColumn,,sage.annotations-experimentalData.metadataType-0.0.4,,string,ADKP
MICR,Microinfarcts,"No, Yes, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.MICR-0.0.2,string,,clinical
microchipID,Identifying string of p-chip implanted in the animal being studied,,,,False,ManifestColumn,,sage.annotations-neuro.microchipID-0.0.1,,string,MODEL-AD
modelSystemName,,"3xTg-AD, 5XFAD, AB42, Abca7A1527GAPOE4Trem2R47H, Abca7KO, Abca7V1599M_rs117187003, Abi3S209F_Aduci, APOE2KI, APOE3KI, APOE4KI, APOE4Trem2R47H, ApoEKO, APPE693Q, AppKOAPOE4Trem2R47H, APPKM650, APPKM670, APPKM670-671NL-PSEN1deltaexon9, APPPS1, APPS1_Plexin-B1-KO, B6.Clu, B6.Gfap-APOE4, Bin1.B6, Bin1K358R_Aduci, BRI2-AB42, Cd2ap.B6, Ceacam1KO, Clasp2L163PSNP, CRND8, C57BL6J, hAbetaKI, hAPPAPOE4Trem2R47H, hCR1KIAPOE4Trem2, hTau, hTauTrem2, Il1rapKO, Kif21bT82TSNP, MAPT-P301K, Meox2KOHET, MthfrC677TSNP, Mtmr4V297GSNP, PicalmH458R, Plcg2KO, Plcg2M28LSNP, Plexin-B1-KO, rTg4510, Snx1D465NSNP, Sorl1A528TSNP, Spi1rs1377416, TAUPS19, TAUPS19_Plexin-B1-KO, TREM2, Trem2flox, Trem2KO, Trem2R47H, Trem2R47H_NSS, Trem2Y38C, TYROBP, TYROBP_KO.KO, TYROBP_WT, TYROBP_WT.KO",,,True,ManifestColumn,,sage.annotations-neuro.modelSystemName-0.0.8,,string,mouse
modelSystemType,Type of model system.,"animal, cerebral organoid, immortalized cell line, iPSC, organoid, primary cell culture",,,False,ManifestColumn,,sage.annotations-experimentalData.modelSystemType-0.0.2,,string,experimentalData
modelType,A mouse model type that is designed to exhibit characteristics resembling neuropathology and behavioral deficits associated with human Alzheimers disease (AD).,"Familial AD (FAD), Early-onset AD (EOAD), Late-onset AD (LOAD), Mixed-onset AD",,,False,ManifestColumn,,sage.annotations-neuro.modelType-0.0.1,,string,MODEL-AD  
MRItype,The type of MRI assay performed.,"DTI, functional, structural",,,False,ManifestColumn,,sage.annotations-experimentalData.MRItype-0.0.2,,string,imaging
multiconsensusStudyFileID,"F-number assigned by Termo Proteome Discoverer software to different batches (plexes) of RAW (direct Thermo mass spectrometer output) files (F01, F02, etc.)",,,,False,ManifestColumn,,sage.annotations-experimentalData.multiconsensusStudyFileID-0.0.2,,string,mass spectrometry
nanostringBatch,The batch of samples run on a nanostring panel. Twelve samples can be processed together at once on a machine.,,,,False,ManifestColumn,,sage.annotations-batch.nanostringBatch-0.0.2,,string,batch
nFemale,Number of female individuals in a pooled Drosophila sample,,,,False,ManifestColumn,,sage.annotations-experimentalData.nFemale-0.0.2,,integer,drosophila
nIndividuals,Number of individuals in a pooled Drosophila sample,,,,False,ManifestColumn,,sage.annotations-experimentalData.nIndividuals-0.0.2,,integer,drosophila
nMale,Number of male individuals in a pooled Drosophila sample,,,,False,ManifestColumn,,sage.annotations-experimentalData.nMale-0.0.2,,integer,drosophila
nucleicAcidSource,,"bulk cell, single cell, bulk nuclei, single nucleus, mitochondria, sorted cells, sorted nuclei, cfDNA, not applicable",,,False,ManifestColumn,,sage.annotations-ngs.nucleicAcidSource-0.0.3,,string,biospecimen
nucleicAcidType,The nucleic acid type of the biospecimen which includes DNA (deoxyribonucleic acid) and RNA (ribonucleic acid),"RNA, DNA, Not applicable",,,False,ManifestColumn,,sage.annotations-ngs.nucleicAcidType-0.0.3,,string,biospecimen
nucleiEnrichmentProtocol,Describes the procedure by which the concentration of an entity of interest in a sample is increased. (nuclei-specific),"single-nucleus RNA-seq assay, Other",,,False,ManifestColumn,,http://www.ebi.ac.uk/efo/EFO_0009089,,string,sequencing
numberCells,Number of cells or nuclei sequenced,,,,False,ManifestColumn,,sage.annotations-experimentalData.numberCells-0.0.2,,integer,sequencing
organ,A unique macroscopic (gross) anatomic structure that performs specific functions. It is composed of various tissues. An organ is part of an anatomic system or a body region.,"blood, bone marrow, brain, breast, Bursa Of Fabricius, cerebrospinal fluid, colon, kidney, large intestine, liver, lung, lymph node, mammary gland, nerves, nose, ovary, pancreas, prostate, skin, spleen",,,True,ManifestColumn,,sage.annotations-experimentalData.organ-0.0.4,,string,biospecimen
passage,Number of times a cell culture has been subcultured,,,,False,ManifestColumn,,sage.annotations-experimentalData.passage-0.0.2,,integer,biospecimen
pcrCycles,Number of PCR cycles to amplify transposased DNA fragments,,,,False,ManifestColumn,,sage.annotations-experimentalData.pcrCycles-0.0.2,,integer,sequencing
pH,A scale used to specify the acidity or basicity of an aqueous or other liquid solution. pH for intracellular tissue in the brain,,,,False,ManifestColumn,,sage.annotations-neuro.pH-0.0.3,,string,clinical
platform,"The specific version (manufacturer, model, etc.) of a technology that is used to carry out a laboratory or computational experiment.","Affy5.0, Affy6.0, Affymetrix Human Gene 1.0 ST Array, AffymetrixU133AB, AffymetrixU133Plus2, Agilent44Karray, BGISEQ-500, Biocrates p180, Biograph mCT, Bionano Irys, Bruker Avance III, confocalImaging, ddSEQ Single-Cell Isolator, DNBSEQ, GAIIx, HiSeq1000, HiSeq2000, HiSeq2500, HiSeq3000, HiSeq4000, HiSeqX, Illumina_1M, Illumina_h650, Illumina_HumanOmni1-Quadv1.0, llumina Infinium General Screening Array 24-Kit v3.0, Illumina MouseWG-6 v2.0 expression beadchip, Illumina_Omni2.5-8, Illumina_Omni2.5-8_v1.1, Illumina_Omni2.5-8_v1.3, Illumina_Omni2pt5M, Illumina_Omni5M, Illumina_Omni5-Quad, IlluminaHumanHap300, IlluminaHumanHap650Yv3_A, IlluminaHumanHT-12_V3_0_R1, IlluminaHumanMethylation450, IlluminaMethylationEPIC, IlluminaInfiniumGSAMD-24v2-0, Illumina_Infinium-HumanMethylation450-BeadChip, IlluminaMiSeq, Illumina NovaSeq 6000, IlluminaNovaseq6000,IlluminaNovaSeqXplus,IlluminaNovaSeqX, IlluminaWholeGenomeDASL, Infinium Global Diversity Array-8, Infinium HumanOmniExpressExome, Infinium Omni2.5Exome-8 v1.1, Infinium Omni2.5Exome-8 v1.3, Infinium Omni2.5Exome-8 v1.4, Infinium Omni2.5Exome-8 v1.5, InfiniumPsychArrayBeadChip, Leco Pegasus IV, LTQOrbitrapXL, MiSeq, NanostringnCounter, NanostringnCounter_MouseADPanel, NextSeq500, NextSeq2000, Olink Target 96, orbitrap, Orbitrap Exploris 240, OrbiTrap Fusion, Orbitrap Fusion Lumos, PacBioRSII, PacBio Sequel II, PacBio Sequel IIe, Perlegen300Karray, PsychChip, Q Exactive, Q Exactive HF, Q Exactive HF-X, Q Exactive Plus, quadrupole time-of-flight, Roche Cobas, SequenomMultiplex, Signa Premier AIR 3T, Simoa HD-1 Analyzer, time-of-flight, triple quadrupole, Xevo G2 QTOF, Xevo TQ-S",,,True,ManifestColumn,,sage.annotations-experimentalData.platform-0.0.26,,string,experimentalData
platformLocation,Laboratory where data generation platform was located,,,,False,ManifestColumn,,sage.annotations-experimentalData.platformLocation-0.0.2,,string,experimentalData
PMI,Post-mortem interval (unit in hours). Use missing or unknown if not available,,,,False,ManifestColumn,,sage.annotations-neuro.PMI-0.0.3,#NeuropathMetadataTemplate required^^,string,clinical
pmiUnits,Time units used to record the post-mortem interval,"hours, minutes",,,False,ManifestColumn,,sage.annotations-neuro.PMI-0.0.3,#NeuropathMetadataTemplate required^^,string,clinical
race,Race,"American Indian or Alaska Native, Asian, Black or African American, Native Hawaiian or Other Pacific Islander, White",,,False,ManifestColumn,,sage.annotations-demographics.race-0.0.2,,string,demographics
ratio260over230,Ratio of absorbance at 230 nm and 260 nm. Measures protein or other contaminants. Range up to approximately 2.2.,,,,False,ManifestColumn,,sage.annotations-qc.ratio260over230-0.0.2,,number,sequencing
ratio260over280,Measure of DNA vs. RNA purity. Range up to approximately 2.0.,,,,False,ManifestColumn,,sage.annotations-qc.ratio260over280-0.0.2,,number,sequencing
readLength,The length of the read,,,,True,ManifestColumn,,sage.annotations-ngs.readLength-0.0.2,,string,sequencing
readStrandOrigin,The strand from which the read originates in a strand-specific protocol,"forward, reverse",,,False,ManifestColumn,,sage.annotations-ngs.readStrandOrigin-0.0.2,,string,sequencing
REAG,NIA-REAGEN criteria for AD,"No AD, Low likelihood, Intermediate Likelihood, High Likelihood, Other or Does not fulfill NIA-REAGEN criteria, missing or unknown",,,True,ManifestColumn,,sage-annotations-clinical.REAG-0.0.2,string,,clinical
referenceSet,"A set of references (e.g., canonical assembled contigs) which defines a common coordinate space for comparing reference-aligned experimental data.","1000 Genomes phase 3, dmel_r6.06, GRCh38, GRCh37, GRCm38, MMUL1.0, HRC",,,False,ManifestColumn,,sage.annotations-curatedData.referenceSet-0.0.5,,string,analysis
registryAbbreviation,Specify the registry. Example: JR_004807,,,,False,ManifestColumn,,sage.annotations-neuro.registryAbbreviation-0.0.1,,string,MODEL-AD
reprogrammingMethod,The method by which source cells were reprogrammed into pluripotent stem cells.,"CytoTune iPS 2.0 Sendai Reprogramming Kit, episomal vectors, Sendai virus",,,False,ManifestColumn,,sage.annotations-experimentalData.reprogrammingMethod-0.0.2,,string,biospecimen
resolution,Minimum nominal mass-over-charge (m/z) difference detectable,,,,False,ManifestColumn,,sage.annotations-experimentalData.resolution-0.0.2,,number,mass spectrometry
resourceType,The type of resource being stored and annotated,"analysis, curatedData, experimentalData, metadata, report, tool",,,True,ManifestColumn,,sage.annotations-sageCommunity.resourceType-0.0.5,,string,ADKP
ribosomalDepletion,"true,false",,,,False,ManifestColumn,,sage.annotations-experimentalData.ribosomalDepletion-0.0.2,,string,sequencing
RIN,RNA Integrity Number,,,,False,ManifestColumn,,sage.annotations-qc.RIN-0.0.2,,number,sequencing
rnaBatch,Batch in which RNA sample was isolated,,,,False,ManifestColumn,,sage.annotations-batch.rnaBatch-0.0.2,,string,batch
rodentDiet,Laboratory rodent diet,"4% standard, 6% standard, 7% standard, 45% high-fat diet, 5W80 western diet",,,True,ManifestColumn,,sage.annotations-neuro.rodentDiet-0.0.1,,string,mouse
rodentWeight,Weight of animal in grams.,,,,False,ManifestColumn,,sage.annotations-neuro.rodentWeight-0.0.2,,number,mouse
room,Room the animal was housed in,,,,False,ManifestColumn,,sage.annotations-clinical.room-0.0.2,,string,MODEL-AD
runType,,"singleEnd, pairedEnd",,,True,ManifestColumn,,sage.annotations-ngs.runType-0.0.2,,string,sequencing
sampleBarcode,The nucleotide sequence of the sample barcode used to identify cells from a single sample in cell hashing or multiplexing assays.,,,,False,ManifestColumn,,sage.annotations-ngs.sampleBarcode-0.0.2,,string,sequencing
sampleStatus,Conditions under which sample is kept,"formalin-fixed, fresh, frozen, paxgene",,,False,ManifestColumn,,sage.annotations-experimentalData.sampleStatus-0.0.2,,string,biospecimen
samplingAge,Age of the individual when the sample was taken,,,,False,ManifestColumn,,sage.annotations-experimentalData.samplingAge-0.0.2,,number,biospecimen
samplingAgeUnits,Age at sampling units.,"days, gestational weeks, months, PCW, weeks, years",,,False,ManifestColumn,,sage.annotations-experimentalData.samplingAgeUnits-0.0.2,,string,biospecimen
scanID,"The ID of a sample, specimen, or individual in a scan or imaging file.",,,,False,ManifestColumn,,sage.annotations-experimentalData.scanID-0.0.2,,string,imaging
SentrixID,BeadChip ID in Illumina array-based assay,,,,False,ManifestColumn,,sage.annotations-experimentalData.SentrixID-0.0.2,,string,experimentalData
SentrixRowColumn,Position of sample on BeadChip in Illumina array-based assay,,,,False,ManifestColumn,,sage.annotations-experimentalData.SentrixRowColumn-0.0.2,,string,experimentalData
sequenceAnalysis,The determination of the sequence of component residues in a macromolecule e.g. amino acids in a protein or nucleotide bases in DNA/RNA or the computational analysis performed to determine the similarities between nonidentical proteins or molecules of DNA or RNA.,"unaligned sequence read, aligned sequence read, other",,,False,ManifestColumn,,sage.annotations-qc.sequenceAnalysis-0.0.2,,string,spatial
sequencingBatch,Batch library was sequenced in,,,,False,ManifestColumn,,sage.annotations-batch.sequencingBatch-0.0.2,,string,batch
sex,"Sex assigned at birth, or by sequencing","male, female, missing or unknown",,,True,ManifestColumn,,sage.annotations-experimentalData.sex-0.0.2,,string,demographics
sexChromosome,"Sex identified by SNP genotype (e.g XX, XY)",,,,False,ManifestColumn,,sage.annotations-clinical.sexChromosome-0.0.2,,string,demographics
softwareName,,,,,False,ManifestColumn,,sage.annotations-tool.softwareName-0.0.2,,string,analysis
sourceCell,"Initial cell type the target cell was derived from, before reprogramming or differentiation.","astrocytes, B-lymphocytes, cord blood stem cells, embryonic stem cells, fibroblast, iPSC, lymphoblast, peripheral blood mononuclear cell",,,False,ManifestColumn,,sage.annotations-experimentalData.sourceCell-0.0.3,,string,biospecimen
species,The name of a species (typically a taxonomic group) of organism.,"Human, Mouse, Rat, Drosophila melanogaster, Rhesus macaque, Pan troglodytes, Gallus gallus, Sus scrofa",,,True,ManifestColumn,,sage.annotations-experimentalData.species-0.0.2,,string,individual
specimenID,Identifying string linked to a particular sample or specimen,,,,False,ManifestColumn,,sage.annotations-experimentalData.specimenID-0.0.2,,string,biospecimen
specimenIdSource,"The repository or database to which a specimenID maps; or, the group or lab that generated the specimen. For cell culture studies, the commercial source or lab that generated the cells.",,,,False,ManifestColumn,,sage.annotations-experimentalData.specimenIdSource-0.0.3,,string,biospecimen
spectrometerFrequency,The frequency at which a spectrometer causes hydrogen atoms to resonate (in MHz).,,,,False,ManifestColumn,,sage.annotations-experimentalData.spectrometerFrequency-0.0.2,,number,mass spectrometry
stockNumber,Source identifier for model (JAX stock or MMRRC strain or RRID). Example: JAX stock #: 004807,,,,False,ManifestColumn,,sage.annotations-neuro.stockNumber-0.0.1,,string,MODEL-AD
strainCommonName,"This is a brief and unique and more common identifier for the strains used. This string will match the Common Name field on JAX. For example, the common name for the C57BL/6J mouse is B6.",,,,False,ManifestColumn,,sage.annotations-neuro.strainCommonName-0.0.1,,string,MODEL-AD
strainOfficialName,This serves as a unique identifier for specific genetic lines or populations of model organisms used in the research. For example the official name for the common  B6J Strain#:000664  mouse is C57BL/6J,,,,False,ManifestColumn,,sage.annotations-neuro.officialName-0.0.1,,string,MODEL-AD
